Fecha;CO;NO;NO2;NOX;O3;PM10;SO2
01/01/2015;0.18;2.9;18.0;null(null);41.0;20.0;4.0
02/01/2015;0.2;3.6;21.0;null(null);37.0;17.0;2.3
03/01/2015;0.18;2.0;14.0;null(null);31.0;13.0;2.0
04/01/2015;0.12;1.7;14.0;null(null);37.0;15.0;3.7
05/01/2015;0.13;4.2;19.0;null(null);32.0;17.0;2.7
06/01/2015;0.12;2.8;11.0;null(null);50.0;12.0;2.0
07/01/2015;0.14;3.6;22.0;null(null);34.0;17.0;2.7
08/01/2015;0.15;2.2;16.0;null(null);35.0;18.0;2.1
09/01/2015;0.16;3.2;19.0;null(null);29.0;15.0;2.0
10/01/2015;0.11;2.5;13.0;null(null);30.0;11.0;2.0
11/01/2015;0.14;1.0;8.7;null(null);30.0;12.0;2.2
12/01/2015;0.11;2.7;14.0;null(null);35.0;11.0;2.0
13/01/2015;0.1;1.4;8.3;null(null);48.0;9.5;2.0
14/01/2015;0.1;3.0;9.1;null(null);53.0;9.8;2.0
15/01/2015;0.1;3.5;14.0;null(null);53.0;13.0;2.0
16/01/2015;0.13;3.5;16.0;null(null);50.0;18.0;2.2
17/01/2015;0.1;3.3;13.0;null(null);48.0;12.0;2.2
18/01/2015;0.11;3.2;11.0;null(null);49.0;11.0;1.9
19/01/2015;0.11;3.7;13.0;null(null);52.0;20.0;2.1
20/01/2015;0.1;4.9;13.0;null(null);54.0;15.0;2.0
21/01/2015;0.1;5.5;13.0;null(null);58.0;19.0;2.0
22/01/2015;0.12;4.8;15.0;null(null);55.0;14.0;2.0
23/01/2015;0.14;2.2;15.0;null(null);32.0;11.0;3.6
24/01/2015;0.13;1.0;5.1;null(null);33.0;11.0;3.9
25/01/2015;0.11;1.5;15.0;null(null);39.0;19.0;8.1
26/01/2015;0.1;1.6;23.0;null(null);36.0;19.0;10.0
27/01/2015;0.1;1.8;13.0;null(null);34.0;16.0;4.5
28/01/2015;0.12;1.0;9.4;null(null);40.0;10.0;2.2
29/01/2015;0.1;5.5;25.0;null(null);44.0;6.1;2.0
30/01/2015;0.1;1.6;6.9;null(null);45.0;6.0;2.4
31/01/2015;0.1;5.9;15.0;null(null);59.0;21.0;1.2
01/02/2015;0.1;7.0;18.0;null(null);57.0;19.0;1.6
02/02/2015;0.1;7.3;18.0;null(null);53.0;13.0;1.9
03/02/2015;0.1;7.5;19.0;null(null);58.0;14.0;2.0
04/02/2015;0.1;3.9;22.0;null(null);47.0;12.0;3.6
05/02/2015;0.11;3.8;23.0;null(null);43.0;15.0;4.5
06/02/2015;0.1;3.0;19.0;null(null);43.0;12.0;3.3
07/02/2015;0.1;3.3;20.0;null(null);40.0;23.0;2.9
08/02/2015;0.11;3.6;16.0;null(null);43.0;24.0;3.0
09/02/2015;0.1;2.2;10.0;null(null);52.0;18.0;2.3
10/02/2015;0.14;2.2;15.0;null(null);48.0;21.0;3.5
11/02/2015;0.18;2.3;19.0;null(null);45.0;29.0;2.9
12/02/2015;0.18;3.1;17.0;null(null);44.0;22.0;2.3
13/02/2015;0.11;1.7;6.7;null(null);53.0;15.0;2.0
14/02/2015;0.1;2.3;5.9;null(null);52.0;15.0;2.0
15/02/2015;0.14;1.0;1.5;null(null);47.0;16.0;2.2
16/02/2015;0.1;1.3;3.3;null(null);48.0;16.0;1.8
17/02/2015;0.1;2.8;11.0;null(null);53.0;19.0;6.0
18/02/2015;0.11;2.0;19.0;null(null);43.0;16.0;3.8
19/02/2015;0.14;1.9;14.0;null(null);43.0;11.0;2.1
20/02/2015;0.1;1.5;9.5;null(null);46.0;7.5;2.1
21/02/2015;0.1;1.9;7.2;null(null);53.0;15.0;2.0
22/02/2015;0.11;1.7;7.5;null(null);43.0;11.0;2.0
23/02/2015;0.1;1.3;6.2;null(null);50.0;15.0;2.8
24/02/2015;0.11;2.6;13.0;null(null);53.0;27.0;3.1
25/02/2015;0.1;2.7;13.0;null(null);48.0;20.0;2.8
26/02/2015;0.1;1.1;10.0;null(null);45.0;8.1;2.5
27/02/2015;0.1;2.5;14.0;null(null);52.0;21.0;2.7
28/02/2015;0.1;1.3;8.1;null(null);41.0;7.6;2.0
01/03/2015;0.1;1.0;6.3;null(null);46.0;6.4;1.8
02/03/2015;0.11;1.0;12.0;null(null);41.0;12.0;2.4
03/03/2015;0.1;1.5;17.0;null(null);40.0;10.0;2.2
04/03/2015;0.1;3.7;26.0;null(null);47.0;17.0;3.8
05/03/2015;0.1;2.4;19.0;null(null);46.0;15.0;1.8
06/03/2015;0.11;1.6;18.0;null(null);45.0;18.0;1.8
07/03/2015;0.12;1.3;18.0;null(null);49.0;26.0;3.6
08/03/2015;0.1;1.1;13.0;null(null);53.0;23.0;3.3
09/03/2015;0.1;1.7;17.0;null(null);43.0;27.0;3.3
10/03/2015;0.11;1.3;17.0;null(null);46.0;31.0;4.6
11/03/2015;0.1;1.0;14.0;null(null);40.0;17.0;2.7
12/03/2015;0.12;1.0;13.0;null(null);33.0;48.0;2.4
13/03/2015;0.1;2.5;14.0;null(null);56.0;17.0;2.7
14/03/2015;0.1;3.6;21.0;null(null);52.0;17.0;3.9
15/03/2015;0.1;4.0;25.0;null(null);47.0;23.0;3.7
16/03/2015;0.1;2.5;19.0;null(null);44.0;22.0;3.0
17/03/2015;0.16;3.7;37.0;null(null);35.0;35.0;7.0
18/03/2015;0.15;2.2;23.0;null(null);45.0;30.0;6.3
19/03/2015;0.17;1.0;21.0;null(null);43.0;26.0;7.2
20/03/2015;0.15;1.3;16.0;null(null);52.0;28.0;5.5
21/03/2015;0.13;3.1;22.0;null(null);51.0;14.0;4.0
22/03/2015;0.12;1.1;12.0;null(null);48.0;21.0;3.4
23/03/2015;0.1;5.8;26.0;null(null);51.0;15.0;3.7
24/03/2015;0.1;4.2;17.0;null(null);57.0;18.0;2.6
25/03/2015;0.11;3.4;15.0;null(null);52.0;14.0;2.2
26/03/2015;0.1;1.6;14.0;null(null);38.0;9.8;3.2
27/03/2015;0.1;1.0;12.0;null(null);34.0;12.0;3.2
28/03/2015;0.1;2.1;13.0;null(null);38.0;9.8;2.3
29/03/2015;0.1;1.3;9.3;null(null);43.0;9.9;2.1
30/03/2015;0.1;1.6;11.0;null(null);42.0;7.8;2.1
31/03/2015;0.1;1.0;9.1;null(null);40.0;7.8;2.1
01/04/2015;0.1;2.0;22.0;null(null);38.0;27.0;3.4
02/04/2015;0.11;3.8;24.0;null(null);38.0;29.0;5.3
03/04/2015;0.11;3.3;26.0;null(null);33.0;27.0;8.0
04/04/2015;0.1;3.1;16.0;null(null);54.0;15.0;2.5
05/04/2015;0.1;2.6;18.0;null(null);39.0;16.0;2.8
06/04/2015;0.11;3.0;23.0;null(null);39.0;23.0;3.6
07/04/2015;0.1;2.3;21.0;null(null);45.0;26.0;3.6
08/04/2015;0.1;1.2;12.0;null(null);53.0;25.0;2.2
09/04/2015;0.1;1.2;14.0;null(null);41.0;20.0;2.4
10/04/2015;0.1;1.3;16.0;null(null);38.0;18.0;2.3
11/04/2015;0.1;1.1;11.0;null(null);44.0;18.0;1.6
12/04/2015;0.11;1.5;15.0;null(null);41.0;15.0;3.9
13/04/2015;0.1;1.5;18.0;null(null);42.0;32.0;3.7
14/04/2015;0.11;1.2;18.0;null(null);45.0;46.0;4.2
15/04/2015;0.13;1.5;19.0;null(null);34.0;36.0;2.5
16/04/2015;0.1;1.5;12.0;null(null);46.0;19.0;1.4
17/04/2015;0.1;1.5;12.0;null(null);44.0;7.8;1.1
18/04/2015;0.1;3.5;17.0;null(null);49.0;7.6;1.8
19/04/2015;0.1;3.3;17.0;null(null);44.0;13.0;2.1
20/04/2015;0.1;3.2;22.0;null(null);37.0;20.0;2.7
21/04/2015;0.11;2.4;24.0;null(null);35.0;18.0;4.7
22/04/2015;0.15;1.6;15.0;null(null);41.0;13.0;1.8
23/04/2015;0.1;1.8;14.0;null(null);45.0;13.0;2.8
24/04/2015;0.1;1.5;12.0;null(null);43.0;10.0;1.3
25/04/2015;0.1;1.5;9.9;null(null);49.0;11.0;1.0
26/04/2015;0.1;1.3;9.8;null(null);49.0;11.0;1.5
27/04/2015;0.1;1.3;9.6;null(null);47.0;14.0;1.9
28/04/2015;0.1;3.4;20.0;null(null);38.0;15.0;2.4
29/04/2015;0.1;2.6;18.0;null(null);40.0;15.0;2.5
30/04/2015;0.1;1.5;9.4;null(null);39.0;6.8;1.3
01/05/2015;0.1;1.7;9.2;null(null);36.0;6.8;1.8
02/05/2015;0.1;1.3;9.0;null(null);35.0;7.1;1.5
03/05/2015;0.1;1.7;10.0;null(null);45.0;7.7;1.8
04/05/2015;0.1;1.9;12.0;null(null);39.0;7.0;1.4
05/05/2015;0.1;1.8;12.0;null(null);60.0;15.0;1.0
06/05/2015;0.1;3.4;16.0;null(null);51.0;15.0;1.8
07/05/2015;0.1;1.8;14.0;null(null);46.0;13.0;1.8
08/05/2015;0.1;1.6;9.9;null(null);47.0;10.0;1.3
09/05/2015;0.1;1.6;10.0;null(null);45.0;10.0;1.3
10/05/2015;0.1;1.9;15.0;null(null);35.0;17.0;4.4
11/05/2015;0.1;2.3;19.0;null(null);38.0;23.0;9.8
12/05/2015;0.1;4.2;25.0;null(null);36.0;22.0;4.5
13/05/2015;0.1;1.4;10.0;null(null);46.0;17.0;1.0
14/05/2015;0.1;1.4;10.0;null(null);49.0;17.0;1.5
15/05/2015;0.1;1.2;8.5;null(null);52.0;22.0;1.0
16/05/2015;0.1;1.6;14.0;null(null);40.0;17.0;3.9
17/05/2015;0.1;1.9;14.0;null(null);29.0;19.0;5.7
18/05/2015;0.1;1.8;15.0;null(null);36.0;15.0;1.8
19/05/2015;0.1;1.9;11.0;null(null);55.0;17.0;1.0
20/05/2015;0.1;1.6;9.8;null(null);51.0;22.0;1.3
21/05/2015;0.1;2.5;15.0;null(null);48.0;23.0;3.3
22/05/2015;0.1;2.3;16.0;null(null);48.0;20.0;null(null)
23/05/2015;0.1;3.1;18.0;null(null);39.0;17.0;null(null)
24/05/2015;0.1;3.1;19.0;null(null);29.0;22.0;5.7
25/05/2015;0.1;3.3;20.0;null(null);35.0;30.0;4.5
26/05/2015;0.1;3.3;21.0;null(null);37.0;25.0;5.5
27/05/2015;0.1;3.7;24.0;null(null);36.0;27.0;6.3
28/05/2015;0.1;3.2;23.0;null(null);44.0;22.0;4.8
29/05/2015;0.1;3.2;23.0;null(null);41.0;16.0;5.8
30/05/2015;0.1;3.6;15.0;null(null);29.0;13.0;1.6
31/05/2015;0.1;4.0;16.0;null(null);23.0;11.0;1.3
01/10/2015;0.0;null(null);18.0;null(null);53.0;24.0;2.3
02/10/2015;0.0;null(null);21.0;null(null);41.0;20.0;3.1
03/10/2015;0.0;null(null);19.0;null(null);45.0;18.0;2.3
04/10/2015;0.0;null(null);13.0;null(null);42.0;11.0;2.0
05/10/2015;0.0;null(null);13.0;null(null);48.0;11.0;2.0
06/10/2015;0.0;null(null);14.0;null(null);48.0;14.0;2.8
07/10/2015;0.0;null(null);15.0;null(null);33.0;12.0;2.4
08/10/2015;0.0;null(null);22.0;null(null);27.0;16.0;4.0
09/10/2015;0.0;null(null);16.0;null(null);40.0;14.0;2.1
10/10/2015;0.0;null(null);15.0;null(null);41.0;13.0;2.0
11/10/2015;0.0;null(null);16.0;null(null);31.0;10.0;2.3
12/10/2015;0.0;null(null);19.0;null(null);42.0;20.0;4.3
13/10/2015;0.0;null(null);24.0;null(null);41.0;25.0;6.8
14/10/2015;0.0;null(null);17.0;null(null);41.0;13.0;2.6
15/10/2015;0.0;null(null);17.0;null(null);40.0;18.0;3.9
16/10/2015;0.0;null(null);19.0;null(null);38.0;17.0;3.8
17/10/2015;0.0;null(null);13.0;null(null);42.0;12.0;3.9
18/10/2015;0.0;null(null);17.0;null(null);31.0;14.0;2.6
19/10/2015;0.0;null(null);20.0;null(null);34.0;13.0;4.4
20/10/2015;0.0;null(null);15.0;null(null);45.0;18.0;2.9
21/10/2015;0.0;null(null);31.0;null(null);33.0;18.0;5.6
22/10/2015;0.0;null(null);27.0;null(null);31.0;17.0;3.3
23/10/2015;0.0;null(null);16.0;null(null);38.0;16.0;2.0
24/10/2015;0.0;null(null);11.0;null(null);47.0;13.0;1.9
27/10/2015;0.0;null(null);9.2;null(null);48.0;8.8;1.0
28/10/2015;0.0;null(null);7.4;null(null);49.0;8.9;2.0
29/10/2015;0.0;null(null);8.8;null(null);40.0;4.6;3.1
30/10/2015;0.0;null(null);8.8;null(null);45.0;11.0;3.0
31/10/2015;0.0;null(null);9.1;null(null);48.0;13.0;3.3
01/06/2015;0.1;3.7;19.0;null(null);41.0;12.0;4.3
02/06/2015;0.1;4.5;18.0;null(null);33.0;13.0;1.3
03/06/2015;0.1;4.9;19.0;null(null);25.0;21.0;5.7
04/06/2015;0.1;6.1;25.0;null(null);28.0;26.0;2.9
05/06/2015;0.1;3.0;16.0;null(null);40.0;15.0;1.8
06/06/2015;0.1;2.6;24.0;null(null);39.0;24.0;7.7
07/06/2015;0.1;3.0;23.0;null(null);34.0;23.0;5.5
08/06/2015;0.1;3.6;27.0;null(null);38.0;25.0;3.8
09/06/2015;0.1;2.8;30.0;null(null);49.0;27.0;4.3
10/06/2015;0.1;2.0;21.0;null(null);59.0;29.0;2.9
11/06/2015;0.1;2.9;20.0;null(null);51.0;12.0;2.1
12/06/2015;0.1;2.9;20.0;null(null);54.0;15.0;1.2
13/06/2015;0.1;2.8;19.0;null(null);47.0;12.0;1.1
14/06/2015;0.1;3.0;21.0;null(null);44.0;13.0;6.7
15/06/2015;0.1;2.9;21.0;null(null);45.0;16.0;4.2
16/06/2015;0.1;3.9;24.0;null(null);38.0;16.0;4.8
17/06/2015;0.1;3.4;28.0;null(null);42.0;24.0;7.2
18/06/2015;0.1;3.1;26.0;null(null);41.0;23.0;6.8
19/06/2015;0.1;3.7;21.0;null(null);22.0;20.0;8.8
20/06/2015;0.1;2.9;19.0;null(null);28.0;23.0;6.0
21/06/2015;0.1;3.0;24.0;null(null);31.0;26.0;6.1
22/06/2015;0.1;3.0;23.0;null(null);38.0;27.0;2.5
23/06/2015;0.12;3.2;19.0;null(null);31.0;25.0;1.5
24/06/2015;0.22;4.3;23.0;null(null);28.0;48.0;4.2
25/06/2015;0.1;2.6;18.0;null(null);35.0;24.0;2.0
26/06/2015;0.1;3.3;14.0;null(null);27.0;12.0;1.1
27/06/2015;0.11;3.5;15.0;null(null);24.0;14.0;1.8
28/06/2015;0.1;3.3;13.0;null(null);29.0;13.0;1.9
29/06/2015;0.11;4.8;23.0;null(null);29.0;21.0;7.9
30/06/2015;0.1;3.3;23.0;null(null);36.0;22.0;2.9
01/07/2015;0.1;3.6;15.0;null(null);29.0;12.0;1.0
02/07/2015;0.1;4.1;17.0;null(null);27.0;7.0;1.0
03/07/2015;0.1;3.8;18.0;null(null);30.0;9.5;1.9
04/07/2015;0.1;3.0;14.0;null(null);29.0;10.0;1.2
05/07/2015;0.1;2.5;15.0;null(null);34.0;13.0;1.8
06/07/2015;0.1;3.0;18.0;null(null);30.0;14.0;3.0
07/07/2015;0.1;3.8;14.0;null(null);24.0;11.0;1.0
08/07/2015;0.1;2.5;15.0;null(null);35.0;14.0;2.8
09/07/2015;0.1;2.4;25.0;null(null);34.0;21.0;6.4
10/07/2015;0.1;2.9;20.0;null(null);36.0;24.0;2.0
11/07/2015;0.1;3.2;15.0;null(null);28.0;12.0;1.2
12/07/2015;0.1;2.6;13.0;null(null);33.0;14.0;1.7
13/07/2015;0.11;3.2;16.0;null(null);27.0;15.0;2.0
14/07/2015;0.1;6.5;22.0;null(null);23.0;17.0;4.0
15/07/2015;0.11;4.6;23.0;null(null);24.0;17.0;4.0
16/07/2015;0.1;3.1;19.0;null(null);28.0;14.0;1.3
17/07/2015;0.1;2.4;16.0;null(null);30.0;8.3;1.0
18/07/2015;0.1;2.9;18.0;null(null);31.0;14.0;1.4
19/07/2015;0.1;2.3;15.0;null(null);37.0;9.2;1.0
20/07/2015;0.1;4.6;16.0;null(null);23.0;8.5;1.0
21/07/2015;0.1;6.3;17.0;null(null);23.0;12.0;1.2
22/07/2015;0.1;2.9;18.0;null(null);40.0;10.0;1.1
23/07/2015;0.1;3.0;23.0;null(null);32.0;13.0;1.9
24/07/2015;0.1;2.7;17.0;null(null);38.0;9.7;1.0
25/07/2015;0.1;3.2;21.0;null(null);44.0;17.0;1.8
26/07/2015;0.1;2.7;18.0;null(null);32.0;11.0;1.0
27/07/2015;0.1;3.5;19.0;null(null);40.0;16.0;1.0
28/07/2015;0.1;3.6;18.0;null(null);27.0;11.0;1.0
29/07/2015;0.1;5.2;21.0;null(null);25.0;11.0;1.4
30/07/2015;0.1;3.1;26.0;null(null);43.0;13.0;4.7
31/07/2015;0.1;2.0;24.0;null(null);55.0;15.0;5.3
01/08/2015;0.11;2.8;28.0;null(null);47.0;19.0;2.8
02/08/2015;0.1;2.8;24.0;null(null);57.0;18.0;1.4
03/08/2015;0.1;2.5;19.0;null(null);38.0;10.0;1.0
04/08/2015;0.1;2.0;18.0;null(null);44.0;13.0;1.5
05/08/2015;0.1;1.3;17.0;null(null);42.0;12.0;1.0
06/08/2015;0.1;2.7;18.0;null(null);34.0;12.0;1.0
07/08/2015;0.1;2.0;16.0;null(null);46.0;14.0;1.2
08/08/2015;0.1;1.8;19.0;null(null);48.0;20.0;3.0
09/08/2015;0.1;2.4;20.0;null(null);44.0;18.0;3.5
10/08/2015;0.1;3.0;23.0;null(null);36.0;20.0;3.5
11/08/2015;0.1;3.9;26.0;null(null);37.0;39.0;2.9
12/08/2015;0.1;4.2;20.0;null(null);35.0;17.0;1.2
13/08/2015;0.1;2.5;16.0;null(null);49.0;8.2;1.0
14/08/2015;0.1;3.1;17.0;null(null);35.0;7.1;1.5
15/08/2015;0.1;4.0;18.0;null(null);26.0;13.0;2.3
16/08/2015;0.1;2.9;17.0;null(null);31.0;9.1;2.0
17/08/2015;0.1;3.4;17.0;null(null);33.0;9.0;2.1
18/08/2015;0.1;4.4;17.0;null(null);39.0;8.4;2.2
19/08/2015;0.1;5.2;25.0;null(null);33.0;11.0;4.3
20/08/2015;0.1;8.7;26.0;null(null);32.0;16.0;5.8
21/08/2015;0.1;5.0;22.0;null(null);41.0;12.0;2.7
22/08/2015;0.1;6.2;20.0;null(null);24.0;13.0;1.9
23/08/2015;0.1;3.5;16.0;null(null);45.0;12.0;1.9
24/08/2015;0.1;3.5;17.0;null(null);46.0;13.0;2.0
25/08/2015;0.1;4.0;17.0;null(null);41.0;7.9;2.0
26/08/2015;0.1;5.2;18.0;null(null);37.0;8.5;2.0
27/08/2015;0.1;5.0;17.0;null(null);30.0;8.2;2.0
28/08/2015;0.1;6.5;20.0;null(null);28.0;4.7;2.1
29/08/2015;0.1;6.4;17.0;null(null);22.0;9.3;2.0
30/08/2015;0.1;5.5;20.0;null(null);27.0;16.0;3.8
31/08/2015;0.1;4.2;20.0;null(null);43.0;13.0;4.8
01/09/2015;0.1;4.1;24.0;null(null);49.0;17.0;4.7
02/09/2015;0.1;3.6;28.0;null(null);51.0;15.0;6.0
03/09/2015;0.1;3.6;27.0;null(null);48.0;15.0;7.0
04/09/2015;0.1;3.6;25.0;null(null);45.0;11.0;5.7
05/09/2015;0.1;2.5;19.0;null(null);51.0;11.0;3.8
06/09/2015;0.1;2.4;20.0;null(null);41.0;13.0;2.8
07/09/2015;0.1;2.5;21.0;null(null);43.0;16.0;3.2
08/09/2015;0.1;3.0;22.0;null(null);51.0;19.0;1.8
09/09/2015;0.1;3.0;17.0;null(null);46.0;13.0;1.2
10/09/2015;0.1;3.8;18.0;null(null);38.0;12.0;1.4
11/09/2015;0.1;4.3;18.0;null(null);32.0;11.0;1.7
12/09/2015;0.1;3.8;16.0;null(null);41.0;12.0;2.2
13/09/2015;0.1;3.0;13.0;null(null);46.0;10.0;1.5
14/09/2015;0.1;2.8;15.0;null(null);51.0;15.0;1.5
15/09/2015;0.1;3.2;13.0;null(null);43.0;5.5;1.5
16/09/2015;0.1;3.0;14.0;null(null);55.0;13.0;1.6
17/09/2015;0.1;2.9;17.0;null(null);45.0;9.5;1.9
18/09/2015;0.15;1.6;16.0;null(null);43.0;12.0;1.7
19/09/2015;0.2;1.3;13.0;null(null);39.0;12.0;1.8
20/09/2015;0.23;1.7;17.0;null(null);36.0;18.0;2.6
21/09/2015;0.2;1.9;15.0;null(null);43.0;14.0;2.0
22/09/2015;0.2;2.0;15.0;null(null);42.0;13.0;2.0
23/09/2015;0.2;2.4;15.0;null(null);35.0;11.0;2.1
24/09/2015;0.23;4.0;21.0;null(null);30.0;18.0;3.5
25/09/2015;0.25;4.5;21.0;null(null);24.0;19.0;2.7
26/09/2015;0.23;3.2;17.0;null(null);30.0;24.0;3.0
27/09/2015;0.21;2.0;17.0;null(null);31.0;21.0;2.3
28/09/2015;0.2;2.0;19.0;null(null);32.0;19.0;2.6
29/09/2015;0.21;2.6;21.0;null(null);41.0;21.0;4.1
30/09/2015;0.2;2.3;18.0;null(null);42.0;18.0;2.0
04/11/2015;0.0;null(null);10.0;null(null);41.0;7.0;3.1
05/11/2015;0.0;null(null);7.8;null(null);38.0;5.3;3.0
06/11/2015;0.0;null(null);7.3;null(null);37.0;6.9;3.0
07/11/2015;0.0;null(null);10.0;null(null);34.0;8.5;3.3
08/11/2015;0.0;null(null);8.9;null(null);40.0;14.0;3.3
